Name,Shortform,Price,24H change,24H volume,Market Cap
Fair BERC20,BERC,$0.05514,-3.22%,$4.48 M,N/A
FairCoin,FAIR,$0.008055,+0.00%,N/A,"$428,465"
FairEclipse,FECLIPSE,$0.0000000005456,+0.00%,N/A,N/A
FairERC20,ferc,$0.7531,-15.52%,$4.9 M,N/A
Fairface,FAF,$0.01551,-1.45%,"$50,169",N/A
FairGame,FAIR,$0.00001416,+0.00%,N/A,"$13,591"
FairLunar,FLUNAR,$0.0000000002516,+0.00%,N/A,N/A
Fairum,FAI,$0.1074,+0.00%,N/A,N/A
Fairy Forest NFT,FFN,$0.00001771,+0.00%,N/A,N/A
Faith Tribe,FTRB,$0.005299,+7.00%,"$385,449",N/A
FaithfulDoge,FDoge,$0.0000000003522,+0.00%,N/A,N/A
Fake Market Cap,CAP,$0.0002702,+0.98%,$159,N/A
FAL RUNE - Rune.Game,FAL,$0.1279,+0.00%,N/A,N/A
Falafel Coin,FALAFEL,$0.00000000002869,+0.00%,N/A,N/A
Falcon,FLN,$0.00007762,+8.92%,$615,N/A
Falcon 9,F9,$0.003194,+3.42%,$396,N/A
Falcon Swaps,FALCONS,$0.002212,+3.65%,"$14,932",N/A
Falcon9,FALCON9,$0.00000000000123,-10.32%,$13,N/A
FalconX,FALCX,$0.0000005889,+0.00%,$758,N/A
Famcentral,FAM,$0.001427,+0.00%,N/A,"$14,601"
Fame Doge Coin,FAMEDOGE,$0.00000003273,+0.00%,N/A,N/A
Fame MMA,FAME,$0.001164,+0.95%,"$17,764",N/A
Fame Reward Plus,FRP,$48.78,+2.98%,"$1,109",N/A
Family,FAM,$1.11,+0.00%,N/A,N/A
Family Guy,GUY,$0.00000005053,+4.02%,"$394,939",N/A
FamilyParty,FPC,$0.0003041,+0.00%,N/A,N/A
FamilyToken,FT-2,$0.06408,-81.85%,$22,N/A
Famous Five,FAFI,$0.0001007,+0.00%,N/A,N/A
Famous Fox Federation,FOXY,$0.003603,+0.29%,$10,N/A
Fan Tokens Football,FTF,$0.0002811,+0.00%,N/A,N/A
Fanadise,FAN,$0.0001459,-1.54%,"$7,234",N/A
Fanaticos Cash,FCH,$0.0002061,+0.00%,N/A,N/A
FANBI TOKEN,FBT,$0.00006154,+0.00%,N/A,N/A
FANC,FANC,$0.03077,-1.03%,"$211,945",N/A
Fandom,FDM,$0.01264,-1.33%,"$8,797",N/A
Fanfare,FAN,$0.001808,+0.00%,$91,N/A
Fanfury,FURY,$0.00544,+0.00%,N/A,N/A
FANG Token,FANG,$0.01193,+4.98%,$94,N/A
FaniTrade,FANI,$0.00001121,+0.00%,N/A,N/A
Fans of Doge,DOGEFANS,$0.00000000006165,+0.00%,N/A,N/A
Fans Squid,FST,$0.000000007944,+0.00%,N/A,N/A
FansCoin,FC,$0.04242,+0.00%,N/A,N/A
Fanspel,FAN,$0.01658,+0.00%,N/A,N/A
FANTA,FANTA,$0.0001782,+1.02%,"$2,771",N/A
Fantasm FSM,FSM,$0.0005912,+0.00%,N/A,N/A
Fantasm XFTM,XFTM,$0.00004105,+0.00%,N/A,N/A
Fantastic Protocol Peg-AVAX (FAVAX) Token,FAVAX,$26.43,+0.00%,N/A,N/A
Fantastic Protocol SNOWY Token,SNOWY,$0.0002699,+0.00%,N/A,N/A
Fantasy Girl,FMEV2,$0.0000000005846,+0.00%,"$1,244",N/A
Fantasy Girl,FMEV2,$0.00000004861,+0.00%,N/A,N/A
Fantasy Sports,DFS,$0.009439,+0.00%,N/A,"$52,243"
Fantasy Token,FTSY,$0.00123,+0.00%,N/A,N/A
Fantasy War,FAWA,$0.008749,+0.00%,N/A,N/A
Fantasy World Gold,FWG,$0.0001888,+0.00%,N/A,N/A
FantasyToken,FTS,$0.0001406,+0.00%,N/A,N/A
Fantaverse,UT,$0.1033,-1.20%,"$814,621",N/A
FanTerra,FTERRA,$0.02676,+0.00%,N/A,N/A
Fantom Cake,FATCAKE,$0.0001193,+0.00%,N/A,N/A
Fantom Doge,RIP,$0.0000000001865,-4.27%,$40,N/A
FANTOM ETHPrinter,FETHP,$0.000000000004149,+0.00%,N/A,N/A
Fantom Frens,FFS,$0.000005094,+0.00%,N/A,N/A
Fantom Libero Financial,FLIBERO,$0.000005118,+4.91%,$182,N/A
Fantom Oasis,FTMO,$0.002406,+0.44%,$266,N/A
Fantom of the Opera Apes,FANTOMAPES,$0.00001057,+0.00%,N/A,N/A
Fantom USD,FUSD,$0.6629,+7.32%,$383,N/A
FantomMoon,FMF,$0.0009404,+0.00%,N/A,N/A
FantomPAD,FPAD,$0.002531,-0.09%,$2,N/A
FanVerse,FANV,$0.005507,+0.00%,N/A,N/A
Fanverse,FT,$0.0015,+0.00%,N/A,N/A
Fanzee,FNZ,$0.003008,-1.85%,"$82,892",N/A
FANZY,FX1,$0.00007101,-19.83%,"$1,314",N/A
Far West Games,CASH,$0.0000001374,+0.00%,N/A,N/A
Farm Finance,FFT,$0.00006641,+0.00%,N/A,N/A
FARM ME,FAME,$0.001999,-2.69%,"$1,381",N/A
Farm Planet,FPL,$0.00001362,+0.00%,N/A,N/A
Farm Skylines Token,FSK,$0.0003351,+0.00%,N/A,N/A
Farm Space,SPACE,$0.00006091,+0.00%,N/A,N/A
Farmageddon,FG,$0.00000000004684,+0.00%,N/A,N/A
FarmBit,FMB,$0.00514,+0.00%,N/A,N/A
Farmer Friends,FRENS,$0.01288,N/A,$2.35 M,N/A
FarmerCrypto,FCC,$0.0004001,+0.00%,N/A,N/A
Farmers Only,FOX,$0.01162,-1.31%,$0.7252,N/A
Farmers World Wood,FWW,$0.000001829,+5.37%,"$4,736",N/A
FarmersOnly,CORN,$0.4847,+0.00%,N/A,N/A
FarmersOnly Onion,ONION,$0.1697,+0.00%,N/A,N/A
FarmHero,HONOR,$0.0001259,+0.05%,N/A,N/A
Farming Bad,METH,$0.002997,+0.00%,N/A,N/A
Farming Paradise,FPG,$0.000002248,+0.00%,N/A,N/A
Farmland Protocol,FAR,$0.004513,-3.10%,"$11,025",N/A
FarmPoly,POLY,$0.0006552,+0.00%,N/A,N/A
Farms of Ryoshi,NONI,$0.2569,+0.00%,N/A,N/A
FarmYield Token,FAMY,$0.01986,+0.00%,N/A,N/A
FarSwap,FAR,$0.02759,+0.00%,N/A,N/A
FART COIN,FRTC,$0.0000000394,+13.00%,"$45,149",N/A
Fashion Coin,FSHN,$0.00000003144,+11.18%,$3,N/A
FashionTV Token,FTVT,$0.1205,+0.12%,$76,N/A
Fasst,FAS,$0.6301,+0.00%,N/A,N/A
Fast Access Blockchain,FAB,$0.2475,+0.00%,N/A,$7.01 M
Fast To Earn,F2E,$0.0004693,+19.89%,$105,N/A
Fastest Alerts,FA,$0.001544,+0.00%,N/A,N/A
FastSwap,FAST,$0.0006892,+0.00%,N/A,N/A
FastSwap (BSC),FAST,$0.0001322,+2.78%,$40,N/A
Fasttoken,FTN,$0.857,+1.22%,$3.23 M,N/A
Fat Cat Killer,KILLER,$0.00000005844,+0.00%,N/A,N/A
Fat Cat Killer,KUSDC,$0.0000001094,-3.06%,"$100,987",N/A
Fat Doge,FOGE,$0.0000000001182,+0.00%,N/A,N/A
Fat Satoshi,FATOSHI,$0.0000006777,+0.00%,N/A,N/A
FatCake,FATCAKE,$0.00001479,+0.00%,N/A,N/A
Fatcoin,FAT,$0.02239,+0.00%,N/A,$2.41 M
Father Pepe Inu,FAPENU,$0.00005826,-2.35%,$7,N/A
Fathom,FATHOM,$0.0003006,+9.94%,"$1,065",N/A
Fatih Karagümrük SK Fan Token,FKSK,$0.001388,-4.27%,"$12,126",N/A
Favor,FAVOR,$0.06261,+8.38%,"$29,180",N/A
Fayre,FAYRE,$0.0005163,+0.00%,N/A,N/A
FBBank,FB,$4.29,+0.00%,$17,N/A
fBomb,BOMB,$0.005781,+7.93%,"$43,051",N/A
FDoge Finance,FDOGE,$0.0002405,+0.00%,N/A,N/A
FED INU,FED,$0.00008391,+7.65%,$643,N/A
Fedora Gold,FED,$0.000002488,+0.00%,N/A,N/A
Fee Active Collateral Token,FACT,$0.01097,+0.00%,N/A,N/A
FEED SYSTEM,FEEDTK,$0.00185,+0.00%,N/A,N/A
FeelCoin,FEEL,$0.00001203,+0.00%,N/A,N/A
Feels Good Man,FGM,$0.0000004157,+0.23%,N/A,N/A
Feetcoin,FEET,$0.0000005452,+18.13%,"$6,175",N/A
Fefe,FEFE,$0.0000000002515,+4.26%,$14,N/A
FEG Token,FEG,$0.0000000007058,+0.00%,"$627,410",N/A
FEG Token,FEG,$0.0003082,+3.72%,"$136,388",N/A
FEG Wrapped BNB,fBNB,$341.32,+0.00%,N/A,N/A
FEG Wrapped USDT,fUSDT,$0.9522,+0.00%,N/A,N/A
FegZilla,FEGZ,$0.0001391,+0.00%,N/A,N/A
FEICHANG NIU,FCN,$0.000000009679,+0.00%,N/A,N/A
Felix,$FELIX,$0.00000009907,+2.61%,"$1,250",N/A
Felix the Cat,FELIX,$0.0000000004419,-23.47%,"$15,375",N/A
Felix Token,FLX,$0.00000002724,+3.11%,$1,N/A
Felixo Coin,FLX,$0.000633,+0.00%,N/A,"$94,950"
Fellaz,FLZ,$3.26,-3.77%,$5.01 M,N/A
Fenix Inu,FNIX,$0.0000001165,+0.00%,N/A,N/A
Fenomy,FENOMY,$0.0009784,+2.32%,$211,N/A
Fera,FERA,$0.007181,+0.00%,N/A,N/A
FERMA SOSEDI,FERMA,$0.08712,+7.16%,"$107,946",N/A
Ferret,FRT,$0.0000492,+0.00%,N/A,N/A
Fertilizer,FRT,$0.005465,+0.00%,N/A,N/A
Ferzan,FERZAN,$0.0000001665,N/A,"$17,820",N/A
FesBNB,FESBNB,$0.0005811,+0.00%,N/A,N/A
Fesschain,FESS,$0.000000000001,+0.00%,N/A,$0.0001181
Fetch,FETCH,$0.00000001227,-9.52%,$646,N/A
Feudalz Goldz,GOLDZ,$0.4218,+0.00%,N/A,N/A
Fexanium,FXM,$0.00007326,+6.92%,$869,N/A
Feyorra,FEY,$0.0055,-16.91%,$20,N/A
FF6000,FF6000,$0.01329,+11.16%,"$2,770",N/A
FIA Protocol,FIA,$0.00007398,+0.04%,N/A,N/A
FIAT DAO,FDT,$0.0147,+0.00%,N/A,N/A
FiboDex,FIBO,$0.000000008204,+69.81%,N/A,N/A
Fibswap DEx,FIBO,$0.0005266,+0.00%,$552,N/A
Fidance,FDC,$0.0000001487,-5.43%,"$6,288",N/A
FIDELIS,FDLS,$0.000189,-3.57%,$713,N/A
Fidira,FID,$0.003723,+1.64%,"$101,715",N/A
Fidlecoin,FIDLE,$0.0004014,+0.00%,N/A,N/A
FidoMeta,FMC,$0.01274,+0.00%,N/A,N/A
Fief Guild,FIEF,$0.3098,+4.83%,N/A,N/A
FIFA Champs,CHAMPS,$0.00006101,-5.87%,$2,N/A
Fifa Inu,FINU,$0.0002369,+0.00%,N/A,N/A
FIFA World Cup Fans,FIFA,$0.0000001369,+0.00%,N/A,N/A
FIFA-Laeeb,LAEEB,$0.00000000003586,+2.87%,$13,N/A
FIFADOGE,FDOGE,$0.00000001314,+0.00%,N/A,N/A
FiFaSport,FFS,$0.00001665,+0.00%,N/A,N/A
FIFTYONEFIFTY,$FIFTY,$0.000007508,+0.00%,N/A,N/A
Fight 4 Hope,F4H,$0.002825,+0.00%,N/A,N/A
Fight Out,FGHT,$0.005913,-2.74%,"$58,771",N/A
Fight Win AI,FWIN-AI,$0.01288,+0.00%,N/A,N/A
Figments Club,FIGMA,$0.0001276,+1.57%,$245,N/A
Figure DAO,FDAO,$0.002063,+3.25%,$60,N/A
FILDOWN,FILDOWN,$0.0006239,+0.00%,$3.02 M,N/A
Filecoin Standard Full Hashrate,SFIL,$2.80,+0.00%,N/A,N/A
Filecoin Standard Hashrate Token,FILST,$0.6221,+2.44%,"$7,216",N/A
Fileshare Platform,FSC,$2.06,-1.05%,"$55,505",N/A
FileStar,STAR,$0.006611,-0.82%,"$8,522",N/A
FILIPCOIN,FCP,$0.00009046,+3.14%,N/A,N/A
Film Crib,CRI3,$0.000000000004855,+0.00%,N/A,N/A
FILUP,FILUP,$0.2101,+0.00%,$4.68 M,N/A
Fimi Market Inc.,FIMI,$0.00281,+0.00%,N/A,N/A
Final Frontier,FRNT,$0.0006998,+0.00%,N/A,N/A
Finance AI,FINANCEAI,$0.00008131,-7.19%,$2,N/A
FINANCE PROTOCOL,FP,$0.1867,+0.00%,N/A,N/A
Finance Sports,FSD,$0.00000003419,+0.00%,N/A,N/A
Finance Token,FT TOKEN,$2.65,"+2,551.99%",$0.4024,N/A
Financial Intelligence Group,FIG,$0.02101,+0.00%,N/A,N/A
FINANCIAL INVESTMENT TOKEN,FIT,$0.001317,+0.00%,N/A,N/A
Financie Token,FNCT,$0.001388,-2.19%,$924,N/A
Financio,FIN,$0.0007068,+0.00%,N/A,N/A
FindShibby,FSHIBBY,$0.000007906,+0.00%,N/A,N/A
FinexboxToken,FNB,$0.7523,+3.15%,N/A,N/A
FingerprintsDAO,PRINTS,$12.18,+0.00%,N/A,N/A
FINL,FIN,$5.00,+0.00%,N/A,N/A
Finminity,FMT,$0.05758,+0.00%,N/A,"$114,949"
FINO DAO,FINO,$0.00002733,+0.00%,N/A,N/A
Finswap,FNSP,$0.05806,+0.00%,N/A,N/A
Fintoken Coin,FTC,$0.008826,-2.29%,"$11,292",N/A
Fintropy,FINT,$0.01577,+0.00%,N/A,N/A
FIO Protocol,WFIO,$0.03495,+0.00%,N/A,N/A
Fiola,FLA,$0.00008792,+0.00%,N/A,N/A
Firdaos,FDO,$0.1227,+0.00%,N/A,N/A
Fire Token,FIRE,$0.0001572,+0.00%,N/A,N/A
Fireal,FRL,$0.00052,-0.01%,$1,N/A
Fireball,FIRE,$3.25,+0.00%,N/A,"$63,952"
Firebird Aggregator,FBA,$0.93,-3.60%,$393,N/A
Firebird Finance,HOPE,$0.002241,+2.23%,$555,N/A
FireBotToken,FBX,$0.5692,+1.97%,"$23,489",N/A
FireFlame Inu,FIRE,$0.0000000000001534,+0.00%,N/A,N/A
FireRocket,FIREROCKET,$0.0000000002201,+0.00%,N/A,N/A
Firework Games,FIRE,$0.0001528,+2.91%,$13,N/A
FireZard,ZARD,$0.00003557,+0.00%,N/A,N/A
First Eleven,F11,$0.0000000001928,+0.00%,N/A,N/A
First Ever NFT,FEN,$0.0000000649,-5.95%,"$1,424",N/A
FirstDoge,FIRSTDOGE,$0.00000000007915,+0.00%,N/A,N/A
FirstHare,FirstHare,$0.00000000000000000001,+3.36%,$15,N/A
FirstSHIB,FIRSTSHIB,$0.00000000005259,+0.00%,N/A,N/A
Firulais,FIRU,$0.000000000004002,+0.04%,N/A,N/A
Fisco Coin,FSCC,$1.24,+22.12%,"$3,398",N/A
Fiscus.fyi,FFYI,$0.4063,+5.70%,$46,N/A
Fish,FISH,$0.0000000002892,+2.53%,$20,N/A
Fish Crypto,FICO,$0.0001197,+0.00%,N/A,N/A
Fisher Vs Pirate,FVP,$0.00002067,+0.00%,N/A,N/A
Fishera,FSHR,$0.00002638,+0.00%,N/A,N/A
Fishgun Token,FGC,$0.0001951,+0.00%,N/A,N/A
FishingTown,FHTN,$0.0005429,+0.00%,N/A,N/A
FishingTownGilToken,GIL,$0.0000681,+0.00%,N/A,N/A
FishMeme,FISH,$0.00007526,-0.86%,"$48,480",N/A
Fishy Tank Token,FTE,$0.01097,+0.00%,N/A,N/A
Fistbump,FIST,$0.01015,+5.13%,"$440,980",N/A
Fistiana,FCT,$0.001587,+0.00%,N/A,N/A
Fit&Beat,FTB,$0.02749,+0.00%,N/A,N/A
FitBurn,CAL,$0.03839,+1.88%,$1.26 M,N/A
FITE,FTE,$0.00003873,+0.00%,$1.34 M,N/A
FitEvo,$FIVO,$0.005,-0.00%,N/A,N/A
FitMax,FITM,$0.0002963,+0.54%,N/A,N/A
Fitmint,FITT,$0.0009157,+0.03%,N/A,N/A
FITN,FITN,$0.001046,+0.00%,N/A,N/A
Fitness Instructor,FITI,$0.0000002611,+0.00%,N/A,N/A
FitR,FMT,$0.006476,-21.51%,$856,N/A
FitR Exercise Token,FXT,$0.04334,+0.00%,$1,N/A
FitR Exercise Token v2,FST,$0.002526,+0.00%,N/A,N/A
FitScrypt,FIT,$0.0000004981,+0.00%,N/A,N/A
FitVerse,FIT,$1.63,+20.91%,"$95,735",N/A
Five Star Coin,FSC,$0.002982,+5.85%,N/A,N/A
Five7,F7,$0.002603,+0.00%,N/A,N/A
FIX00,FIX00,$0.0003361,-0.96%,"$10,740",N/A
FkBlur,FKBLUR,$0.000004723,+2.05%,$500,N/A
Flag Media,FLAG,$3.07,+0.04%,N/A,N/A
Flag Network,FLAG,$0.000003812,+1.87%,$0.03705,N/A
Flair Defi,FLDX,$0.0008648,+0.09%,$181,N/A
FLAMA,FMA,$0.02803,+4.77%,$18,N/A
Flame Protocol,FLAME,$0.00661,+0.37%,$357,N/A
FlameMetaverse,FMV,$0.00000009408,+0.00%,N/A,N/A
FLAPPY,FLAPPY,$0.0000000008203,-68.76%,"$12,495",N/A
FLAPPY FLOKI,FLAFLO,$0.0000002862,+0.00%,N/A,N/A
Flappy Shiba Inu,FSINU,$0.0000002557,+0.00%,N/A,N/A
FlappyDoge,FLPD,$0.000002479,+0.00%,N/A,N/A
Flappymoonbird,FMB,$0.02903,-2.95%,"$21,422",N/A
FlappyRats,FRATS,$0.0000958,+0.00%,N/A,N/A
Flash,FLASH,$0.0004345,+0.00%,N/A,N/A
Flash Technologies,FLASH,$0.000008509,+0.00%,N/A,N/A
Flashloans.com,FLASH,$0.0003842,-0.56%,$79,N/A
FlashX Ultra,FSXU,$0.000003674,+7.34%,$5,N/A
FlavorsBSC,FLVR,$0.0001294,+0.00%,N/A,N/A
Flesh Token,FLESH,$0.0004965,+0.00%,N/A,N/A
FLETA,FLETA,$0.0006805,+0.03%,N/A,N/A
FLEXMEME,FLEX,$0.0000005162,-2.32%,"$2,725",N/A
FlexQ,FLQ,$0.002076,+0.00%,N/A,N/A
FLIGHTCLUPCOIN,FLIGHT,$0.000003161,-2.90%,"$45,310",N/A
Float Protocol: Float,FLOAT,$0.8704,+0.00%,N/A,N/A
Floki Adventure,FIAT,$0.00000000006411,+0.00%,N/A,N/A
FLOKI AI,FLOKIAI,$0.0000000000611,+0.00%,$150,N/A
FLOKI AI,FLOKIAI,$0.0000005684,+0.14%,N/A,N/A
Floki Box,FLOKIBOX,$0.0000000000002374,+22.86%,"$1,554",N/A
Floki Cash,FLOKICASH,$0.000000004187,+2.88%,$498,N/A
Floki Cat,FCT,$0.0000002885,+0.00%,N/A,N/A
FLOKI CEO,FLOKICEO,$0.000000000008268,-0.72%,"$71,398",N/A
Floki CEO Coin,FCC,$0.0000001097,+0.54%,N/A,N/A
FLOKI CEO INU,FLOKIAI,$0.0000000000001127,-6.48%,$2,N/A
Floki CFO,FLOKICFO,$0.0001329,+3.02%,$22,N/A
Floki Chain,FLOKICHAIN,$0.006337,+0.00%,N/A,N/A
Floki CMO,FLOKICMO,$0.000007134,+0.00%,N/A,N/A
Floki Elon,FLOKIELON,$0.0000000001347,+0.00%,N/A,N/A
Floki Gold,FLOKIGOLD,$0.0000005433,+0.00%,N/A,N/A
Floki GPT,FGPT,$0.0001127,+2.33%,$109,N/A
Floki Inu Farm,FLOKIFARM,$0.00000001463,+0.00%,N/A,N/A
Floki Kong,KONG,$0.0000001558,+0.00%,N/A,N/A
Floki Marvin,PALS,$0.00004709,+0.00%,N/A,N/A
Floki Meta,MFLOKI,$0.00000009762,+0.00%,N/A,N/A
FLOKI METAVERSE,FLMT,$0.0000001127,+0.00%,N/A,N/A
Floki Millions,MILLIONS,$0.00000003669,+0.00%,N/A,N/A
Floki Musk,FLOKI,$0.0000001337,+0.00%,N/A,N/A
Floki New Year,FLOKINY,$0.00007475,-11.08%,$523,N/A
Floki One,floki,$0.00000000001276,+0.00%,N/A,N/A
Floki Pup,FLOKIPUP,$0.0000001749,+0.00%,N/A,N/A
Floki Rocket,RLOKI,$0.00000002536,+0.00%,N/A,N/A
Floki Rocket,RKF,$0.000000004621,+0.00%,N/A,N/A
Floki Run,FLOKIRUN,$0.00002511,+0.00%,N/A,N/A
Floki Shiba,FSHIB,$0.0000000000115,+0.00%,N/A,N/A
FLOKI SHIBA PEPE CEO,3CEO,$0.0000000000002341,-35.01%,$21,N/A
FLOKI SUPER SAIYAN,FLOKI SUPER,$0.0000000005618,+0.00%,N/A,N/A
FlokiBasedAI,FLOKIBASEDAI,$0.00002768,-5.60%,$22,N/A
FlokiBro,FBRO,$0.00006885,+0.00%,N/A,N/A
FlokiCoke,FLOKICOKE,$0.00000000007564,+0.00%,N/A,N/A
FlokiDash,FLOKIDASH,$0.000000002824,+0.00%,N/A,N/A
flokidoge,$FLOGE,$0.0000000009787,+0.00%,N/A,N/A
Flokifam,FLOKIFAM,$0.0000000005031,+0.00%,N/A,N/A
FLOKIFOMO,FLOKIFM,$0.0000000002366,+0.00%,N/A,N/A
FlokiFrunkPuppy,FloFru,$0.00000003625,+0.00%,N/A,N/A
FlokiGainz,GAINZ,$0.00005987,+0.00%,N/A,N/A
FlokiGrow,FLOKIGROW,$0.00000000000497,+0.00%,N/A,N/A
FlokiLoki,FLOKILOKI,$0.00000000006474,+0.00%,N/A,N/A
FlokiMon,FMON,$0.001809,+0.00%,N/A,N/A
FLOKIMOON NOW,FLOKIMOON,$0.00000001473,+0.00%,N/A,N/A
Flokimooni,FLOKIM,$0.00000003983,+4.67%,$327,N/A
Flokinomics,FLOKIN,$0.0006201,+0.00%,N/A,N/A
FlokiPad,FLOKIPAD,$0.000002039,+0.00%,N/A,N/A
FlokiPepe,FLOKIPEPE,$0.00000000006645,+19.81%,"$3,847",N/A
FlokipetWorld,FPET,$0.0006282,+0.00%,N/A,N/A
Flokirai,FLOKIRAI,$0.000000000005818,+0.00%,N/A,N/A
FloKishu,FLISHU,$0.000002159,+0.00%,N/A,N/A
FlokiSwap,FLOKIS,$0.00000000005793,+0.00%,N/A,N/A
FlokiTer AI,FAI,$0.00001642,-43.13%,"$107,520",N/A
Flokiverse Token,FLOKIV,$0.00000017,+0.00%,N/A,N/A
FlokiZap,FLOKIZ,$0.001837,+0.00%,N/A,N/A
Flona,FLONA,$0.000000003916,+0.00%,N/A,N/A
FloraChain,FYT,$0.2381,+8.26%,$452,N/A
Florida Man,FMAN,$0.000000000107,+0.00%,N/A,N/A
Florin,XFL,$9.70,+0.00%,N/A,$1.33 M
FLORK,FLORK,$0.0000000421,+2.26%,$62,N/A
Florky,FLORKY,$0.0000003301,-8.27%,"$6,928",N/A
FLOSHIDO INU,FLOSHIDO,$0.000005921,+4.31%,"$103,596",N/A
Floshin Token,FLOSHIN,$0.00000000001613,+0.14%,N/A,N/A
Flourish Coin,FLRS,$0.000000000352,+0.00%,N/A,N/A
FlourMix,FLO,$0.01266,+0.00%,N/A,N/A
FLOV MARKET,FLOVM,$0.00002112,+0.00%,N/A,N/A
Flow,XFL,$0.002755,+0.00%,N/A,N/A
Fluffy Inu,FLUFFY,$0.0000001177,+0.00%,N/A,N/A
FLUFFY TOKEN,$FLUFFY,$0.02239,+0.93%,$461,N/A
Fluid FRAX,FFRAX,$1.01,+0.00%,N/A,N/A
FluidFi,FLUID,$0.01955,-1.37%,$657,N/A
Fluity,FLTY,$0.2977,+0.00%,N/A,N/A
Flute,FLUT,$0.000241,-0.12%,"$1,173",N/A
FLUUS,FLUUS,$0.008541,-0.17%,"$34,383",N/A
Flux Protocol,FLUX,$0.0115,+9.29%,$1,N/A
FlyPaper,STICKY,$0.00005799,+0.00%,N/A,N/A
FM Gallery,FMG,$0.0003002,+0.04%,N/A,N/A
FME,FME,$0.0007105,+0.04%,N/A,N/A
FMONEY FINANCE,FMON,$0.00001325,+0.00%,N/A,N/A
FNDZ,FNDZ,$0.0003085,+0.00%,$12,"$15,349"
FNK wallet,FNK,$0.03201,+0.04%,N/A,N/A
FOFO Token,FOFO,$0.00000004729,-9.86%,"$26,975",N/A
FOHO Coin,FOHO,$0.01382,-3.37%,$2,N/A
Folder Protocol,FOL,$0.008005,+0.04%,N/A,N/A
Folgory Coin,FLG,$1.42,+0.00%,N/A,N/A
FolgoryUSD,USDF,$1.00,+0.23%,N/A,N/A
Foliowatch,FWATCH,$0.0001153,+0.00%,N/A,N/A
Follow Token,FOLO,$0.002325,+6.14%,$477,N/A
FOMO,FOMO,$0.00001972,+0.00%,N/A,N/A
FOMO,FOMO,$0.000001039,-5.04%,"$3,914",N/A
Fomo App,PAPER,$4.94,+0.00%,N/A,N/A
FOMO BABY,FOMOBABY,$0.0006606,+0.00%,N/A,N/A
FOMO Chronicles Manga,OTAKU,$0.00001324,+0.00%,N/A,N/A
FOMO DUCK,DUCK,$0.00000003325,+1.42%,$92,N/A
Fomo ERC20,FOMO,$0.02345,-0.52%,$46,N/A
FOMO LAB,FOMO,$0.01847,+0.00%,N/A,N/A
FOMO Pot,FOMO,$0.0000005646,+0.00%,N/A,N/A
fomobsc,FOMO,$0.0009225,+3.47%,$12,N/A
FomoETH,FomoETH,$0.000000081,+0.00%,N/A,N/A
FONE,FONE,$0.000001652,-2.25%,"$33,933",N/A
FONSmartChain,FON,$1.80,-1.59%,"$326,975",N/A
Font,FONT,$0.8657,+0.00%,N/A,"$421,853"
Fonzy,FONZY,$0.0000000009645,+38.84%,"$14,643",N/A
Food Bank,FOOD,$0.00000000004603,-2.09%,N/A,N/A
Food Farmer Finance,FFF,$0.0003008,+0.00%,N/A,N/A
FoodChain Global,FOOD,$0.1869,+0.00%,"$63,645",N/A
FoodPay,FOODPAY,$0.000006243,+0.00%,N/A,N/A
FoolsDoge,FOOLSDOGE,$0.00008062,+0.00%,N/A,N/A
Football Battle,FBL,$0.06397,+0.00%,N/A,"$127,943"
Football Decentralized,FBD,$0.00002031,+0.54%,N/A,N/A
Football Fan App,FNC,$0.0007611,-16.10%,N/A,N/A
Football INU,FOOTBALL,$0.000000000000236,-6.50%,$0.1304,N/A
FootBallGo,FGSPORT,$0.000006655,+0.00%,N/A,N/A
Footie Plus,FOOTIE,$0.00021,+0.00%,N/A,N/A
For Meta World,4MW,$0.000001344,+3.53%,$131,N/A
forbitspace,FBS,$0.0008092,+0.00%,N/A,N/A
Force,FORCE,$0.0000000001006,-10.01%,"$1,200",N/A
Force For Fast,FFF,$0.000175,+0.00%,N/A,N/A
Force of Nature,FON,$0.00002553,+0.00%,N/A,N/A
ForceCowBoy,FCB,$0.0000005087,-4.71%,$204,N/A
Forefront,FF,$0.02493,+0.00%,N/A,N/A
Foresight,FORS,$0.0135,+0.00%,N/A,N/A
Forestry,FRY,$0.0000007583,+7.78%,$558,N/A
Forever Burn,FBURN,$0.006004,-34.75%,N/A,N/A
Forever Elone,$4ELONE,$0.000000000936,+0.00%,N/A,N/A
FOREVER SHIBA,4SHIBA,$0.00001661,-67.61%,"$6,916",N/A
ForeverBlast,FEB,$0.00002801,+0.00%,N/A,N/A
ForeverBNB,FBNB,$0.0000000006434,+0.00%,N/A,N/A
ForeverGrow,FGROW,$0.0000000001132,+0.00%,N/A,N/A
Forge,FORGE,$0.01563,+0.34%,N/A,N/A
Forge Finance,FORGE,$0.001012,+3.21%,$3,N/A
Formula Inu,FINU,$0.001187,+14.18%,"$6,285",N/A
ForthBox,FBX,$0.0003973,+1.87%,$9,N/A
Fortress,FORT,$0.5206,+0.00%,N/A,N/A
Fortuna,FOTA,$0.0002932,+0.00%,$0.37,"$140,733"
Fortune,FORTUNE,$0.0001513,+0.00%,N/A,N/A
Fortune Cookie,FCT,$0.01297,+0.00%,N/A,N/A
FortuneDAO,FORT,$4.09,+0.00%,N/A,N/A
Fortuneum,FORTUNE,$0.09375,+0.14%,N/A,N/A
